Detected kernel version 4.14.105, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
Epoch 0/10000000	Loss:  5.06996	Time elapsed: 100.655s
Epoch 6301/10000000	Loss:  1.91017	Time elapsed: 28.231s
Epoch 6302/10000000	Loss:  1.86437	Time elapsed: 28.674s
Epoch 6303/10000000	Loss:  1.87352	Time elapsed: 27.707s
Epoch 6304/10000000	Loss:  1.89496	Time elapsed: 28.925s
Epoch 6305/10000000	Loss:  1.86607	Time elapsed: 26.782s
Epoch 6306/10000000	Loss:  1.85485	Time elapsed: 27.595s
Epoch 6307/10000000	Loss:  1.91410	Time elapsed: 27.708s
Epoch 6308/10000000	Loss:  1.88025	Time elapsed: 26.887s
Epoch 6309/10000000	Loss:  1.88603	Time elapsed: 26.991s
Epoch 6310/10000000	Loss:  1.87936	Time elapsed: 28.215s
Epoch 6311/10000000	Loss:  1.87892	Time elapsed: 27.292s
Epoch 6312/10000000	Loss:  1.84159	Time elapsed: 27.692s
Epoch 6313/10000000	Loss:  1.85668	Time elapsed: 27.920s
Epoch 6314/10000000	Loss:  1.89340	Time elapsed: 27.080s
Epoch 6315/10000000	Loss:  1.90287	Time elapsed: 26.604s
Epoch 6316/10000000	Loss:  1.88226	Time elapsed: 26.813s
Epoch 6317/10000000	Loss:  1.90039	Time elapsed: 26.194s
Epoch 6318/10000000	Loss:  1.87566	Time elapsed: 27.472s
Epoch 6319/10000000	Loss:  1.86437	Time elapsed: 26.227s
Epoch 6320/10000000	Loss:  1.88075	Time elapsed: 27.083s
Epoch 6321/10000000	Loss:  1.88117	Time elapsed: 26.499s
Epoch 6322/10000000	Loss:  1.87046	Time elapsed: 25.911s
Epoch 6323/10000000	Loss:  1.87774	Time elapsed: 26.502s
Epoch 6324/10000000	Loss:  1.84846	Time elapsed: 26.324s
Epoch 6325/10000000	Loss:  1.92140	Time elapsed: 26.363s
Epoch 6326/10000000	Loss:  1.89856	Time elapsed: 26.397s
Epoch 6327/10000000	Loss:  1.87148	Time elapsed: 25.996s
Epoch 6328/10000000	Loss:  1.85644	Time elapsed: 26.801s
Epoch 6329/10000000	Loss:  1.91651	Time elapsed: 26.412s
Epoch 6330/10000000	Loss:  1.86354	Time elapsed: 27.402s
Epoch 6331/10000000	Loss:  1.88806	Time elapsed: 28.201s
Epoch 6332/10000000	Loss:  1.90689	Time elapsed: 27.359s
Epoch 6333/10000000	Loss:  1.88328	Time elapsed: 27.991s
Epoch 6334/10000000	Loss:  1.87674	Time elapsed: 27.510s
Epoch 6335/10000000	Loss:  1.88986	Time elapsed: 26.654s
Epoch 6336/10000000	Loss:  1.86648	Time elapsed: 26.380s
Epoch 6337/10000000	Loss:  1.84203	Time elapsed: 27.051s
Epoch 6338/10000000	Loss:  1.89985	Time elapsed: 27.043s
Epoch 6339/10000000	Loss:  1.88816	Time elapsed: 28.004s
Epoch 6340/10000000	Loss:  1.91410	Time elapsed: 27.792s
Epoch 6341/10000000	Loss:  1.93285	Time elapsed: 27.307s
Epoch 6342/10000000	Loss:  1.96979	Time elapsed: 26.802s
Epoch 6343/10000000	Loss:  1.89564	Time elapsed: 26.306s
Epoch 6344/10000000	Loss:  1.88434	Time elapsed: 26.228s
Epoch 6345/10000000	Loss:  1.85137	Time elapsed: 26.868s
Epoch 6346/10000000	Loss:  1.87007	Time elapsed: 26.715s
Epoch 6347/10000000	Loss:  1.87085	Time elapsed: 26.888s
Epoch 6348/10000000	Loss:  1.86976	Time elapsed: 27.391s
Epoch 6349/10000000	Loss:  1.87576	Time elapsed: 27.806s
Epoch 6350/10000000	Loss:  1.88623	Time elapsed: 27.699s
Epoch 6351/10000000	Loss:  1.89149	Time elapsed: 26.220s
Epoch 6352/10000000	Loss:  1.83375	Time elapsed: 27.006s
Epoch 6353/10000000	Loss:  1.85096	Time elapsed: 26.859s
Epoch 6354/10000000	Loss:  1.86442	Time elapsed: 26.622s
Epoch 6355/10000000	Loss:  1.83027	Time elapsed: 25.981s
Epoch 6356/10000000	Loss:  1.82337	Time elapsed: 26.407s
Epoch 6357/10000000	Loss:  1.88213	Time elapsed: 27.009s
Epoch 6358/10000000	Loss:  1.90244	Time elapsed: 25.970s
Epoch 6359/10000000	Loss:  1.86115	Time elapsed: 25.938s
Epoch 6360/10000000	Loss:  1.89882	Time elapsed: 25.677s
Epoch 6361/10000000	Loss:  1.88591	Time elapsed: 25.713s
Epoch 6362/10000000	Loss:  1.85308	Time elapsed: 26.537s
Epoch 6363/10000000	Loss:  1.89598	Time elapsed: 28.068s
Epoch 6364/10000000	Loss:  1.89667	Time elapsed: 27.575s
Epoch 6365/10000000	Loss:  1.85833	Time elapsed: 28.050s
Epoch 6366/10000000	Loss:  1.85599	Time elapsed: 27.077s
Epoch 6367/10000000	Loss:  1.90055	Time elapsed: 27.496s
Epoch 6368/10000000	Loss:  1.88252	Time elapsed: 28.295s
Epoch 6369/10000000	Loss:  1.88402	Time elapsed: 26.714s
Epoch 6370/10000000	Loss:  1.86793	Time elapsed: 28.170s
Epoch 6371/10000000	Loss:  1.84507	Time elapsed: 26.647s
Epoch 6372/10000000	Loss:  1.89123	Time elapsed: 26.481s
Epoch 6373/10000000	Loss:  1.85506	Time elapsed: 26.892s
Epoch 6374/10000000	Loss:  1.91411	Time elapsed: 26.993s
Epoch 6375/10000000	Loss:  1.85825	Time elapsed: 26.600s
Epoch 6376/10000000	Loss:  1.87093	Time elapsed: 27.295s
Epoch 6377/10000000	Loss:  1.85924	Time elapsed: 28.013s
Epoch 6378/10000000	Loss:  1.85534	Time elapsed: 27.960s
Epoch 6379/10000000	Loss:  1.88329	Time elapsed: 28.040s
Epoch 6380/10000000	Loss:  1.90773	Time elapsed: 26.592s
Epoch 6381/10000000	Loss:  1.87114	Time elapsed: 26.230s
Epoch 6382/10000000	Loss:  1.91819	Time elapsed: 26.173s
Epoch 6383/10000000	Loss:  1.91461	Time elapsed: 28.220s
Epoch 6384/10000000	Loss:  1.85790	Time elapsed: 26.168s
Epoch 6385/10000000	Loss:  1.84068	Time elapsed: 26.107s
Epoch 6386/10000000	Loss:  1.87950	Time elapsed: 27.388s
Epoch 6387/10000000	Loss:  1.89392	Time elapsed: 26.020s
Epoch 6388/10000000	Loss:  1.87406	Time elapsed: 26.690s
Epoch 6389/10000000	Loss:  1.89118	Time elapsed: 26.987s
Epoch 6390/10000000	Loss:  1.90187	Time elapsed: 26.749s
Epoch 6391/10000000	Loss:  1.88160	Time elapsed: 25.980s
Epoch 6392/10000000	Loss:  1.87447	Time elapsed: 26.087s
Epoch 6393/10000000	Loss:  1.85284	Time elapsed: 27.604s
Epoch 6394/10000000	Loss:  1.87164	Time elapsed: 28.395s
Epoch 6395/10000000	Loss:  1.87317	Time elapsed: 27.795s
Epoch 6396/10000000	Loss:  1.82752	Time elapsed: 26.707s
Epoch 6397/10000000	Loss:  1.89184	Time elapsed: 27.271s
Epoch 6398/10000000	Loss:  1.88141	Time elapsed: 26.927s
Epoch 6399/10000000	Loss:  1.89942	Time elapsed: 26.089s
Epoch 6400/10000000	Loss:  1.86148	Time elapsed: 26.915s
Removed shared tensor {'blocks.12.attn1.rotary_embed.freqs', 'blocks.5.attn2.rotary_embed.freqs', 'blocks.9.attn1.rotary_embed.freqs', 'blocks.8.attn1.rotary_embed.freqs', 'blocks.23.attn1.rotary_embed.freqs', 'blocks.13.attn1.rotary_embed.freqs', 'blocks.0.attn2.rotary_embed.freqs', 'blocks.11.attn2.rotary_embed.freqs', 'blocks.12.attn2.rotary_embed.freqs', 'blocks.14.attn2.rotary_embed.freqs', 'blocks.23.attn2.rotary_embed.freqs', 'blocks.22.attn2.rotary_embed.freqs', 'blocks.19.attn2.rotary_embed.freqs', 'blocks.2.attn1.rotary_embed.freqs', 'blocks.6.attn2.rotary_embed.freqs', 'blocks.18.attn1.rotary_embed.freqs', 'blocks.13.attn2.rotary_embed.freqs', 'blocks.17.attn1.rotary_embed.freqs', 'blocks.20.attn2.rotary_embed.freqs', 'blocks.19.attn1.rotary_embed.freqs', 'blocks.7.attn1.rotary_embed.freqs', 'blocks.9.attn2.rotary_embed.freqs', 'blocks.5.attn1.rotary_embed.freqs', 'blocks.1.attn1.rotary_embed.freqs', 'blocks.22.attn1.rotary_embed.freqs', 'blocks.3.attn1.rotary_embed.freqs', 'blocks.7.attn2.rotary_embed.freqs', 'blocks.21.attn2.rotary_embed.freqs', 'blocks.0.attn1.rotary_embed.freqs', 'blocks.11.attn1.rotary_embed.freqs', 'blocks.14.attn1.rotary_embed.freqs', 'blocks.21.attn1.rotary_embed.freqs', 'blocks.4.attn1.rotary_embed.freqs', 'blocks.15.attn2.rotary_embed.freqs', 'blocks.10.attn1.rotary_embed.freqs', 'blocks.18.attn2.rotary_embed.freqs', 'blocks.3.attn2.rotary_embed.freqs', 'blocks.16.attn1.rotary_embed.freqs', 'blocks.17.attn2.rotary_embed.freqs', 'blocks.1.attn2.rotary_embed.freqs', 'blocks.4.attn2.rotary_embed.freqs', 'blocks.6.attn1.rotary_embed.freqs', 'blocks.10.attn2.rotary_embed.freqs', 'blocks.16.attn2.rotary_embed.freqs', 'blocks.20.attn1.rotary_embed.freqs', 'blocks.8.attn2.rotary_embed.freqs', 'blocks.2.attn2.rotary_embed.freqs', 'blocks.15.attn1.rotary_embed.freqs'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
Epoch 6401/10000000	Loss:  1.88081	Time elapsed: 27.003s
Epoch 6402/10000000	Loss:  1.93074	Time elapsed: 27.902s
Epoch 6403/10000000	Loss:  1.84194	Time elapsed: 26.657s
Epoch 6404/10000000	Loss:  1.88329	Time elapsed: 27.064s
Epoch 6405/10000000	Loss:  1.92304	Time elapsed: 26.678s
Epoch 6406/10000000	Loss:  1.86985	Time elapsed: 26.509s
Epoch 6407/10000000	Loss:  1.90355	Time elapsed: 26.215s
Epoch 6408/10000000	Loss:  1.85488	Time elapsed: 27.003s
Epoch 6409/10000000	Loss:  1.87708	Time elapsed: 27.387s
Epoch 6410/10000000	Loss:  1.89694	Time elapsed: 26.604s
Epoch 6411/10000000	Loss:  1.90662	Time elapsed: 27.853s
Epoch 6412/10000000	Loss:  1.86811	Time elapsed: 26.663s
Epoch 6413/10000000	Loss:  1.86691	Time elapsed: 26.879s
Epoch 6414/10000000	Loss:  1.89699	Time elapsed: 26.088s
Epoch 6415/10000000	Loss:  1.87542	Time elapsed: 25.995s
Epoch 6416/10000000	Loss:  1.87777	Time elapsed: 26.977s
Epoch 6417/10000000	Loss:  1.84327	Time elapsed: 26.408s
Epoch 6418/10000000	Loss:  1.84793	Time elapsed: 26.211s
Epoch 6419/10000000	Loss:  1.86379	Time elapsed: 26.300s
Epoch 6420/10000000	Loss:  1.87824	Time elapsed: 27.012s
Epoch 6421/10000000	Loss:  1.87746	Time elapsed: 26.297s
Epoch 6422/10000000	Loss:  1.90232	Time elapsed: 25.991s
Epoch 6423/10000000	Loss:  1.86697	Time elapsed: 26.709s
Epoch 6424/10000000	Loss:  1.89348	Time elapsed: 27.002s
Epoch 6425/10000000	Loss:  1.85508	Time elapsed: 27.600s
Epoch 6426/10000000	Loss:  1.88401	Time elapsed: 26.704s
Epoch 6427/10000000	Loss:  1.85420	Time elapsed: 26.705s
Epoch 6428/10000000	Loss:  1.88525	Time elapsed: 27.187s
Epoch 6429/10000000	Loss:  1.85779	Time elapsed: 27.805s
Epoch 6430/10000000	Loss:  1.90055	Time elapsed: 26.897s
Epoch 6431/10000000	Loss:  1.86787	Time elapsed: 27.874s
Epoch 6432/10000000	Loss:  1.88672	Time elapsed: 27.313s
Epoch 6433/10000000	Loss:  1.84029	Time elapsed: 27.501s
Epoch 6434/10000000	Loss:  1.90244	Time elapsed: 26.899s
Epoch 6435/10000000	Loss:  1.85769	Time elapsed: 26.886s
Epoch 6436/10000000	Loss:  1.87993	Time elapsed: 26.510s
Epoch 6437/10000000	Loss:  1.85753	Time elapsed: 27.378s
Epoch 6438/10000000	Loss:  1.87274	Time elapsed: 28.035s
Epoch 6439/10000000	Loss:  1.87363	Time elapsed: 27.002s
Epoch 6440/10000000	Loss:  1.85437	Time elapsed: 28.504s
Epoch 6441/10000000	Loss:  1.87712	Time elapsed: 26.706s
Epoch 6442/10000000	Loss:  1.90419	Time elapsed: 27.901s
Epoch 6443/10000000	Loss:  1.84985	Time elapsed: 27.078s
Epoch 6444/10000000	Loss:  1.86594	Time elapsed: 27.404s
Epoch 6445/10000000	Loss:  1.88264	Time elapsed: 26.803s
Epoch 6446/10000000	Loss:  1.88652	Time elapsed: 26.797s
Epoch 6447/10000000	Loss:  1.87927	Time elapsed: 26.710s
Epoch 6448/10000000	Loss:  1.88038	Time elapsed: 26.404s
Epoch 6449/10000000	Loss:  1.88400	Time elapsed: 26.978s
Epoch 6450/10000000	Loss:  1.85911	Time elapsed: 26.013s
Epoch 6451/10000000	Loss:  1.84786	Time elapsed: 26.187s
Epoch 6452/10000000	Loss:  1.89277	Time elapsed: 26.524s
Epoch 6453/10000000	Loss:  1.86859	Time elapsed: 25.687s
Epoch 6454/10000000	Loss:  1.87418	Time elapsed: 26.614s
Epoch 6455/10000000	Loss:  1.85674	Time elapsed: 26.372s
Epoch 6456/10000000	Loss:  1.89129	Time elapsed: 27.864s
Epoch 6457/10000000	Loss:  1.91625	Time elapsed: 27.046s
Epoch 6458/10000000	Loss:  1.87147	Time elapsed: 27.573s
Epoch 6459/10000000	Loss:  1.87444	Time elapsed: 27.233s
Epoch 6460/10000000	Loss:  1.87499	Time elapsed: 27.004s
Epoch 6461/10000000	Loss:  1.85594	Time elapsed: 26.100s
Epoch 6462/10000000	Loss:  1.92500	Time elapsed: 27.095s
Epoch 6463/10000000	Loss:  1.89025	Time elapsed: 27.088s
Epoch 6464/10000000	Loss:  1.84547	Time elapsed: 28.617s
Epoch 6465/10000000	Loss:  1.89113	Time elapsed: 26.582s
Epoch 6466/10000000	Loss:  1.89519	Time elapsed: 28.109s
Epoch 6467/10000000	Loss:  1.84254	Time elapsed: 29.096s
Epoch 6468/10000000	Loss:  1.90018	Time elapsed: 28.001s
Epoch 6469/10000000	Loss:  1.86644	Time elapsed: 26.879s
Epoch 6470/10000000	Loss:  1.88045	Time elapsed: 27.721s
Epoch 6471/10000000	Loss:  1.87632	Time elapsed: 27.806s
Epoch 6472/10000000	Loss:  1.83902	Time elapsed: 27.970s
Epoch 6473/10000000	Loss:  1.83240	Time elapsed: 27.521s
Epoch 6474/10000000	Loss:  1.89803	Time elapsed: 26.303s
Epoch 6475/10000000	Loss:  1.88016	Time elapsed: 27.109s
Epoch 6476/10000000	Loss:  1.85203	Time elapsed: 27.200s
Epoch 6477/10000000	Loss:  1.84993	Time elapsed: 26.851s
Epoch 6478/10000000	Loss:  1.86819	Time elapsed: 26.432s
Epoch 6479/10000000	Loss:  1.85602	Time elapsed: 26.002s
Epoch 6480/10000000	Loss:  1.88397	Time elapsed: 26.987s
Epoch 6481/10000000	Loss:  1.88648	Time elapsed: 25.902s
Epoch 6482/10000000	Loss:  1.90058	Time elapsed: 26.604s
Epoch 6483/10000000	Loss:  1.89733	Time elapsed: 26.408s
Epoch 6484/10000000	Loss:  1.88000	Time elapsed: 25.992s
Epoch 6485/10000000	Loss:  1.89856	Time elapsed: 26.503s
Epoch 6486/10000000	Loss:  1.88329	Time elapsed: 26.395s
Epoch 6487/10000000	Loss:  1.87404	Time elapsed: 27.513s
Epoch 6488/10000000	Loss:  1.86388	Time elapsed: 28.372s
Epoch 6489/10000000	Loss:  1.87329	Time elapsed: 28.500s
Epoch 6490/10000000	Loss:  1.86590	Time elapsed: 27.607s
Epoch 6491/10000000	Loss:  1.86496	Time elapsed: 28.214s
Epoch 6492/10000000	Loss:  1.90856	Time elapsed: 28.016s
Epoch 6493/10000000	Loss:  1.87792	Time elapsed: 27.873s
Epoch 6494/10000000	Loss:  1.88124	Time elapsed: 27.679s
Epoch 6495/10000000	Loss:  1.90435	Time elapsed: 28.923s
Epoch 6496/10000000	Loss:  1.87540	Time elapsed: 28.083s
Epoch 6497/10000000	Loss:  1.90006	Time elapsed: 27.632s
Epoch 6498/10000000	Loss:  1.87149	Time elapsed: 27.291s
Epoch 6499/10000000	Loss:  1.83797	Time elapsed: 27.995s
Epoch 6500/10000000	Loss:  1.88336	Time elapsed: 28.403s
Removed shared tensor {'blocks.12.attn1.rotary_embed.freqs', 'blocks.5.attn2.rotary_embed.freqs', 'blocks.9.attn1.rotary_embed.freqs', 'blocks.8.attn1.rotary_embed.freqs', 'blocks.23.attn1.rotary_embed.freqs', 'blocks.13.attn1.rotary_embed.freqs', 'blocks.0.attn2.rotary_embed.freqs', 'blocks.11.attn2.rotary_embed.freqs', 'blocks.12.attn2.rotary_embed.freqs', 'blocks.14.attn2.rotary_embed.freqs', 'blocks.23.attn2.rotary_embed.freqs', 'blocks.22.attn2.rotary_embed.freqs', 'blocks.19.attn2.rotary_embed.freqs', 'blocks.2.attn1.rotary_embed.freqs', 'blocks.6.attn2.rotary_embed.freqs', 'blocks.18.attn1.rotary_embed.freqs', 'blocks.13.attn2.rotary_embed.freqs', 'blocks.17.attn1.rotary_embed.freqs', 'blocks.20.attn2.rotary_embed.freqs', 'blocks.19.attn1.rotary_embed.freqs', 'blocks.7.attn1.rotary_embed.freqs', 'blocks.9.attn2.rotary_embed.freqs', 'blocks.5.attn1.rotary_embed.freqs', 'blocks.1.attn1.rotary_embed.freqs', 'blocks.22.attn1.rotary_embed.freqs', 'blocks.3.attn1.rotary_embed.freqs', 'blocks.7.attn2.rotary_embed.freqs', 'blocks.21.attn2.rotary_embed.freqs', 'blocks.0.attn1.rotary_embed.freqs', 'blocks.11.attn1.rotary_embed.freqs', 'blocks.14.attn1.rotary_embed.freqs', 'blocks.21.attn1.rotary_embed.freqs', 'blocks.4.attn1.rotary_embed.freqs', 'blocks.15.attn2.rotary_embed.freqs', 'blocks.10.attn1.rotary_embed.freqs', 'blocks.18.attn2.rotary_embed.freqs', 'blocks.3.attn2.rotary_embed.freqs', 'blocks.16.attn1.rotary_embed.freqs', 'blocks.17.attn2.rotary_embed.freqs', 'blocks.1.attn2.rotary_embed.freqs', 'blocks.4.attn2.rotary_embed.freqs', 'blocks.6.attn1.rotary_embed.freqs', 'blocks.10.attn2.rotary_embed.freqs', 'blocks.16.attn2.rotary_embed.freqs', 'blocks.20.attn1.rotary_embed.freqs', 'blocks.8.attn2.rotary_embed.freqs', 'blocks.2.attn2.rotary_embed.freqs', 'blocks.15.attn1.rotary_embed.freqs'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
Epoch 6501/10000000	Loss:  1.84294	Time elapsed: 29.426s
Epoch 6502/10000000	Loss:  1.88955	Time elapsed: 29.276s
Epoch 6503/10000000	Loss:  1.89545	Time elapsed: 27.272s
Epoch 6504/10000000	Loss:  1.87133	Time elapsed: 27.718s
Epoch 6505/10000000	Loss:  1.89161	Time elapsed: 27.438s
Epoch 6506/10000000	Loss:  1.86592	Time elapsed: 28.055s
Epoch 6507/10000000	Loss:  1.89638	Time elapsed: 27.547s
Epoch 6508/10000000	Loss:  1.87797	Time elapsed: 27.079s
Epoch 6509/10000000	Loss:  1.84902	Time elapsed: 26.708s
Epoch 6510/10000000	Loss:  1.86881	Time elapsed: 26.779s
Epoch 6511/10000000	Loss:  1.87042	Time elapsed: 25.924s
Epoch 6512/10000000	Loss:  1.84340	Time elapsed: 27.485s
Epoch 6513/10000000	Loss:  1.82627	Time elapsed: 27.080s
Epoch 6514/10000000	Loss:  1.85060	Time elapsed: 26.520s
Epoch 6515/10000000	Loss:  1.87819	Time elapsed: 26.113s
Epoch 6516/10000000	Loss:  1.88058	Time elapsed: 27.073s
Epoch 6517/10000000	Loss:  1.91155	Time elapsed: 27.102s
Epoch 6518/10000000	Loss:  1.86756	Time elapsed: 26.794s
Epoch 6519/10000000	Loss:  1.90049	Time elapsed: 27.891s
Epoch 6520/10000000	Loss:  1.87478	Time elapsed: 28.196s
Epoch 6521/10000000	Loss:  1.85058	Time elapsed: 28.415s
Epoch 6522/10000000	Loss:  1.87516	Time elapsed: 28.188s
Epoch 6523/10000000	Loss:  1.85626	Time elapsed: 27.826s
Epoch 6524/10000000	Loss:  1.86042	Time elapsed: 26.771s
Epoch 6525/10000000	Loss:  1.88858	Time elapsed: 26.608s
Epoch 6526/10000000	Loss:  1.86813	Time elapsed: 26.212s
Epoch 6527/10000000	Loss:  1.87377	Time elapsed: 27.301s
Epoch 6528/10000000	Loss:  1.90945	Time elapsed: 27.686s
Epoch 6529/10000000	Loss:  1.87031	Time elapsed: 27.902s
Epoch 6530/10000000	Loss:  1.89582	Time elapsed: 27.303s
Epoch 6531/10000000	Loss:  1.86425	Time elapsed: 26.320s
Epoch 6532/10000000	Loss:  1.87477	Time elapsed: 26.976s
Epoch 6533/10000000	Loss:  1.93922	Time elapsed: 27.319s
Epoch 6534/10000000	Loss:  1.87690	Time elapsed: 27.793s
Epoch 6535/10000000	Loss:  1.89789	Time elapsed: 27.384s
Epoch 6536/10000000	Loss:  1.86801	Time elapsed: 26.687s
Epoch 6537/10000000	Loss:  1.88156	Time elapsed: 27.202s
Epoch 6538/10000000	Loss:  1.92054	Time elapsed: 26.631s
Epoch 6539/10000000	Loss:  1.87690	Time elapsed: 25.781s
Epoch 6540/10000000	Loss:  1.82562	Time elapsed: 25.805s
Epoch 6541/10000000	Loss:  1.85129	Time elapsed: 25.702s
Epoch 6542/10000000	Loss:  1.83008	Time elapsed: 25.738s
Epoch 6543/10000000	Loss:  1.87424	Time elapsed: 25.862s
Epoch 6544/10000000	Loss:  1.88368	Time elapsed: 26.716s
Epoch 6545/10000000	Loss:  1.87103	Time elapsed: 25.681s
Epoch 6546/10000000	Loss:  1.90412	Time elapsed: 26.623s
Epoch 6547/10000000	Loss:  1.86611	Time elapsed: 27.872s
Epoch 6548/10000000	Loss:  1.87521	Time elapsed: 27.186s
Epoch 6549/10000000	Loss:  1.87630	Time elapsed: 25.908s
Epoch 6550/10000000	Loss:  1.83209	Time elapsed: 26.901s
Epoch 6551/10000000	Loss:  1.87713	Time elapsed: 26.922s
Epoch 6552/10000000	Loss:  1.85819	Time elapsed: 26.377s
Epoch 6553/10000000	Loss:  1.88261	Time elapsed: 26.823s
Epoch 6554/10000000	Loss:  1.89974	Time elapsed: 27.396s
Epoch 6555/10000000	Loss:  1.86785	Time elapsed: 28.487s
Epoch 6556/10000000	Loss:  1.86984	Time elapsed: 26.805s
Epoch 6557/10000000	Loss:  1.90238	Time elapsed: 28.891s
Epoch 6558/10000000	Loss:  1.85843	Time elapsed: 29.013s
Epoch 6559/10000000	Loss:  1.84514	Time elapsed: 27.486s
Epoch 6560/10000000	Loss:  1.87470	Time elapsed: 27.780s
Epoch 6561/10000000	Loss:  1.86215	Time elapsed: 27.258s
Epoch 6562/10000000	Loss:  1.85345	Time elapsed: 27.553s
Epoch 6563/10000000	Loss:  1.88658	Time elapsed: 26.823s
Epoch 6564/10000000	Loss:  1.84606	Time elapsed: 27.302s
Epoch 6565/10000000	Loss:  1.90783	Time elapsed: 27.675s
Epoch 6566/10000000	Loss:  1.87951	Time elapsed: 27.834s
Epoch 6567/10000000	Loss:  1.86065	Time elapsed: 28.672s
Epoch 6568/10000000	Loss:  1.84366	Time elapsed: 27.702s
Epoch 6569/10000000	Loss:  1.87303	Time elapsed: 27.206s
Epoch 6570/10000000	Loss:  1.86031	Time elapsed: 26.674s
Epoch 6571/10000000	Loss:  1.88759	Time elapsed: 26.134s
Epoch 6572/10000000	Loss:  1.93621	Time elapsed: 27.008s
Epoch 6573/10000000	Loss:  1.87616	Time elapsed: 26.391s
Epoch 6574/10000000	Loss:  1.89660	Time elapsed: 26.790s
Epoch 6575/10000000	Loss:  1.88061	Time elapsed: 26.696s
Epoch 6576/10000000	Loss:  1.86674	Time elapsed: 26.486s
Epoch 6577/10000000	Loss:  1.90263	Time elapsed: 27.118s
Epoch 6578/10000000	Loss:  1.87788	Time elapsed: 26.309s
Epoch 6579/10000000	Loss:  1.86747	Time elapsed: 27.185s
Epoch 6580/10000000	Loss:  1.86788	Time elapsed: 26.318s
Epoch 6581/10000000	Loss:  1.84009	Time elapsed: 27.828s
Epoch 6582/10000000	Loss:  1.85377	Time elapsed: 28.449s
Epoch 6583/10000000	Loss:  1.87677	Time elapsed: 28.505s
Epoch 6584/10000000	Loss:  1.85954	Time elapsed: 27.604s
Epoch 6585/10000000	Loss:  1.89562	Time elapsed: 28.003s
Epoch 6586/10000000	Loss:  1.85819	Time elapsed: 27.498s
Epoch 6587/10000000	Loss:  1.86609	Time elapsed: 26.988s
Epoch 6588/10000000	Loss:  1.90884	Time elapsed: 27.213s
Epoch 6589/10000000	Loss:  1.87076	Time elapsed: 27.900s
Epoch 6590/10000000	Loss:  1.86400	Time elapsed: 27.399s
Epoch 6591/10000000	Loss:  1.89264	Time elapsed: 27.391s
Epoch 6592/10000000	Loss:  1.84066	Time elapsed: 28.285s
Epoch 6593/10000000	Loss:  1.84580	Time elapsed: 26.933s
Epoch 6594/10000000	Loss:  1.90584	Time elapsed: 27.362s
Epoch 6595/10000000	Loss:  1.90013	Time elapsed: 28.033s
Epoch 6596/10000000	Loss:  1.89529	Time elapsed: 27.477s
Epoch 6597/10000000	Loss:  1.87373	Time elapsed: 27.124s
Epoch 6598/10000000	Loss:  1.90431	Time elapsed: 27.777s
Epoch 6599/10000000	Loss:  1.91975	Time elapsed: 27.110s
Epoch 6600/10000000	Loss:  1.89343	Time elapsed: 26.495s
