Detected kernel version 4.14.105, which is below the recommended minimum of 5.5.0; this can cause the process to hang. It is recommended to upgrade the kernel to the minimum version or higher.
Epoch 0/10000000	Loss: 17.26200	Time elapsed: 92.614s
Epoch 5143/10000000	Loss:  0.70567	Time elapsed: 25.714s
Epoch 5144/10000000	Loss:  0.76142	Time elapsed: 25.808s
Epoch 5145/10000000	Loss:  0.75937	Time elapsed: 26.189s
Epoch 5146/10000000	Loss:  0.75527	Time elapsed: 25.694s
Epoch 5147/10000000	Loss:  0.75910	Time elapsed: 25.711s
Epoch 5148/10000000	Loss:  0.74194	Time elapsed: 25.690s
Epoch 5149/10000000	Loss:  0.74154	Time elapsed: 25.785s
Epoch 5150/10000000	Loss:  0.76033	Time elapsed: 26.216s
Epoch 5151/10000000	Loss:  0.73667	Time elapsed: 25.698s
Epoch 5152/10000000	Loss:  0.76215	Time elapsed: 25.607s
Epoch 5153/10000000	Loss:  0.76396	Time elapsed: 25.692s
Epoch 5154/10000000	Loss:  0.77587	Time elapsed: 25.804s
Epoch 5155/10000000	Loss:  0.72542	Time elapsed: 25.802s
Epoch 5156/10000000	Loss:  0.77587	Time elapsed: 25.910s
Epoch 5157/10000000	Loss:  0.73300	Time elapsed: 25.995s
Epoch 5158/10000000	Loss:  0.76730	Time elapsed: 25.790s
Epoch 5159/10000000	Loss:  0.74700	Time elapsed: 25.697s
Epoch 5160/10000000	Loss:  0.73921	Time elapsed: 26.006s
Epoch 5161/10000000	Loss:  0.76569	Time elapsed: 25.998s
Epoch 5162/10000000	Loss:  0.78304	Time elapsed: 25.999s
Epoch 5163/10000000	Loss:  0.72393	Time elapsed: 25.701s
Epoch 5164/10000000	Loss:  0.76389	Time elapsed: 25.904s
Epoch 5165/10000000	Loss:  0.76101	Time elapsed: 25.901s
Epoch 5166/10000000	Loss:  0.76014	Time elapsed: 25.902s
Epoch 5167/10000000	Loss:  0.77478	Time elapsed: 25.876s
Epoch 5168/10000000	Loss:  0.77023	Time elapsed: 26.016s
Epoch 5169/10000000	Loss:  0.74330	Time elapsed: 26.191s
Epoch 5170/10000000	Loss:  0.73282	Time elapsed: 26.012s
Epoch 5171/10000000	Loss:  0.74887	Time elapsed: 26.378s
Epoch 5172/10000000	Loss:  0.75952	Time elapsed: 26.996s
Epoch 5173/10000000	Loss:  0.72947	Time elapsed: 26.213s
Epoch 5174/10000000	Loss:  0.74423	Time elapsed: 26.357s
Epoch 5175/10000000	Loss:  0.73729	Time elapsed: 26.148s
Epoch 5176/10000000	Loss:  0.73606	Time elapsed: 26.299s
Epoch 5177/10000000	Loss:  0.75126	Time elapsed: 26.500s
Epoch 5178/10000000	Loss:  0.74167	Time elapsed: 26.391s
Epoch 5179/10000000	Loss:  0.76524	Time elapsed: 26.630s
Epoch 5180/10000000	Loss:  0.73722	Time elapsed: 26.285s
Epoch 5181/10000000	Loss:  0.74340	Time elapsed: 25.788s
Epoch 5182/10000000	Loss:  0.75471	Time elapsed: 26.104s
Epoch 5183/10000000	Loss:  0.74925	Time elapsed: 25.987s
Epoch 5184/10000000	Loss:  0.76480	Time elapsed: 25.808s
Epoch 5185/10000000	Loss:  0.72686	Time elapsed: 25.800s
Epoch 5186/10000000	Loss:  0.72921	Time elapsed: 25.809s
Epoch 5187/10000000	Loss:  0.76670	Time elapsed: 26.496s
Epoch 5188/10000000	Loss:  0.75862	Time elapsed: 26.591s
Epoch 5189/10000000	Loss:  0.78902	Time elapsed: 26.099s
Epoch 5190/10000000	Loss:  0.70448	Time elapsed: 25.894s
Epoch 5191/10000000	Loss:  0.74165	Time elapsed: 25.994s
Epoch 5192/10000000	Loss:  0.72037	Time elapsed: 25.916s
Epoch 5193/10000000	Loss:  0.74822	Time elapsed: 26.008s
Epoch 5194/10000000	Loss:  0.75927	Time elapsed: 26.292s
Epoch 5195/10000000	Loss:  0.79180	Time elapsed: 26.208s
Epoch 5196/10000000	Loss:  0.74675	Time elapsed: 26.035s
Epoch 5197/10000000	Loss:  0.73504	Time elapsed: 25.757s
Epoch 5198/10000000	Loss:  0.76437	Time elapsed: 25.985s
Epoch 5199/10000000	Loss:  0.76907	Time elapsed: 26.327s
Epoch 5200/10000000	Loss:  0.74997	Time elapsed: 26.393s
Removed shared tensor {'blocks.4.attn2.rotary_embed.freqs', 'blocks.0.attn2.rotary_embed.freqs', 'blocks.1.attn2.rotary_embed.freqs', 'blocks.11.attn1.rotary_embed.freqs', 'blocks.16.attn2.rotary_embed.freqs', 'blocks.21.attn1.rotary_embed.freqs', 'blocks.12.attn1.rotary_embed.freqs', 'blocks.16.attn1.rotary_embed.freqs', 'blocks.22.attn1.rotary_embed.freqs', 'blocks.9.attn1.rotary_embed.freqs', 'blocks.4.attn1.rotary_embed.freqs', 'blocks.17.attn2.rotary_embed.freqs', 'blocks.18.attn1.rotary_embed.freqs', 'blocks.1.attn1.rotary_embed.freqs', 'blocks.6.attn2.rotary_embed.freqs', 'blocks.21.attn2.rotary_embed.freqs', 'blocks.7.attn1.rotary_embed.freqs', 'blocks.17.attn1.rotary_embed.freqs', 'blocks.10.attn2.rotary_embed.freqs', 'blocks.15.attn1.rotary_embed.freqs', 'blocks.20.attn1.rotary_embed.freqs', 'blocks.9.attn2.rotary_embed.freqs', 'blocks.20.attn2.rotary_embed.freqs', 'blocks.11.attn2.rotary_embed.freqs', 'blocks.10.attn1.rotary_embed.freqs', 'blocks.15.attn2.rotary_embed.freqs', 'blocks.3.attn1.rotary_embed.freqs', 'blocks.13.attn2.rotary_embed.freqs', 'blocks.7.attn2.rotary_embed.freqs', 'blocks.14.attn1.rotary_embed.freqs', 'blocks.19.attn2.rotary_embed.freqs', 'blocks.13.attn1.rotary_embed.freqs', 'blocks.14.attn2.rotary_embed.freqs', 'blocks.19.attn1.rotary_embed.freqs', 'blocks.23.attn2.rotary_embed.freqs', 'blocks.0.attn1.rotary_embed.freqs', 'blocks.23.attn1.rotary_embed.freqs', 'blocks.22.attn2.rotary_embed.freqs', 'blocks.8.attn2.rotary_embed.freqs', 'blocks.3.attn2.rotary_embed.freqs', 'blocks.6.attn1.rotary_embed.freqs', 'blocks.2.attn1.rotary_embed.freqs', 'blocks.18.attn2.rotary_embed.freqs', 'blocks.8.attn1.rotary_embed.freqs', 'blocks.2.attn2.rotary_embed.freqs', 'blocks.5.attn1.rotary_embed.freqs', 'blocks.12.attn2.rotary_embed.freqs', 'blocks.5.attn2.rotary_embed.freqs'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
Epoch 5201/10000000	Loss:  0.74532	Time elapsed: 26.370s
Epoch 5202/10000000	Loss:  0.74953	Time elapsed: 26.512s
Epoch 5203/10000000	Loss:  0.78236	Time elapsed: 26.087s
Epoch 5204/10000000	Loss:  0.72623	Time elapsed: 26.078s
Epoch 5205/10000000	Loss:  0.77929	Time elapsed: 26.026s
Epoch 5206/10000000	Loss:  0.74092	Time elapsed: 26.295s
Epoch 5207/10000000	Loss:  0.74531	Time elapsed: 26.414s
Epoch 5208/10000000	Loss:  0.77122	Time elapsed: 25.893s
Epoch 5209/10000000	Loss:  0.74054	Time elapsed: 26.292s
Epoch 5210/10000000	Loss:  0.73882	Time elapsed: 26.000s
Epoch 5211/10000000	Loss:  0.73717	Time elapsed: 25.907s
Epoch 5212/10000000	Loss:  0.73410	Time elapsed: 26.107s
Epoch 5213/10000000	Loss:  0.72954	Time elapsed: 26.507s
Epoch 5214/10000000	Loss:  0.75398	Time elapsed: 25.999s
Epoch 5215/10000000	Loss:  0.71947	Time elapsed: 25.896s
Epoch 5216/10000000	Loss:  0.77035	Time elapsed: 26.331s
Epoch 5217/10000000	Loss:  0.75405	Time elapsed: 25.771s
Epoch 5218/10000000	Loss:  0.74074	Time elapsed: 26.123s
Epoch 5219/10000000	Loss:  0.72235	Time elapsed: 26.163s
Epoch 5220/10000000	Loss:  0.73910	Time elapsed: 26.401s
Epoch 5221/10000000	Loss:  0.76717	Time elapsed: 26.498s
Epoch 5222/10000000	Loss:  0.74403	Time elapsed: 25.899s
Epoch 5223/10000000	Loss:  0.74680	Time elapsed: 26.498s
Epoch 5224/10000000	Loss:  0.72618	Time elapsed: 26.274s
Epoch 5225/10000000	Loss:  0.72603	Time elapsed: 26.520s
Epoch 5226/10000000	Loss:  0.73837	Time elapsed: 26.617s
Epoch 5227/10000000	Loss:  0.75012	Time elapsed: 26.198s
Epoch 5228/10000000	Loss:  0.75074	Time elapsed: 26.007s
Epoch 5229/10000000	Loss:  0.75928	Time elapsed: 26.161s
Epoch 5230/10000000	Loss:  0.76860	Time elapsed: 26.019s
Epoch 5231/10000000	Loss:  0.73239	Time elapsed: 26.099s
Epoch 5232/10000000	Loss:  0.75008	Time elapsed: 25.808s
Epoch 5233/10000000	Loss:  0.74581	Time elapsed: 26.385s
Epoch 5234/10000000	Loss:  0.74768	Time elapsed: 26.515s
Epoch 5235/10000000	Loss:  0.75338	Time elapsed: 26.197s
Epoch 5236/10000000	Loss:  0.76342	Time elapsed: 25.996s
Epoch 5237/10000000	Loss:  0.77068	Time elapsed: 25.794s
Epoch 5238/10000000	Loss:  0.77560	Time elapsed: 26.187s
Epoch 5239/10000000	Loss:  0.73333	Time elapsed: 25.819s
Epoch 5240/10000000	Loss:  0.76073	Time elapsed: 26.089s
Epoch 5241/10000000	Loss:  0.74595	Time elapsed: 25.812s
Epoch 5242/10000000	Loss:  0.73195	Time elapsed: 26.191s
Epoch 5243/10000000	Loss:  0.71402	Time elapsed: 26.322s
Epoch 5244/10000000	Loss:  0.75508	Time elapsed: 26.379s
Epoch 5245/10000000	Loss:  0.74599	Time elapsed: 26.177s
Epoch 5246/10000000	Loss:  0.76697	Time elapsed: 26.660s
Epoch 5247/10000000	Loss:  0.75301	Time elapsed: 25.857s
Epoch 5248/10000000	Loss:  0.73409	Time elapsed: 26.240s
Epoch 5249/10000000	Loss:  0.73532	Time elapsed: 25.771s
Epoch 5250/10000000	Loss:  0.75055	Time elapsed: 25.809s
Epoch 5251/10000000	Loss:  0.73427	Time elapsed: 25.987s
Epoch 5252/10000000	Loss:  0.73314	Time elapsed: 26.297s
Epoch 5253/10000000	Loss:  0.78323	Time elapsed: 25.999s
Epoch 5254/10000000	Loss:  0.73900	Time elapsed: 25.701s
Epoch 5255/10000000	Loss:  0.72133	Time elapsed: 25.798s
Epoch 5256/10000000	Loss:  0.71963	Time elapsed: 25.997s
Epoch 5257/10000000	Loss:  0.77635	Time elapsed: 26.302s
Epoch 5258/10000000	Loss:  0.72138	Time elapsed: 26.403s
Epoch 5259/10000000	Loss:  0.73366	Time elapsed: 25.596s
Epoch 5260/10000000	Loss:  0.74625	Time elapsed: 26.001s
Epoch 5261/10000000	Loss:  0.76151	Time elapsed: 25.905s
Epoch 5262/10000000	Loss:  0.75883	Time elapsed: 25.886s
Epoch 5263/10000000	Loss:  0.74787	Time elapsed: 26.391s
Epoch 5264/10000000	Loss:  0.75465	Time elapsed: 25.823s
Epoch 5265/10000000	Loss:  0.77663	Time elapsed: 25.989s
Epoch 5266/10000000	Loss:  0.77611	Time elapsed: 25.802s
Epoch 5267/10000000	Loss:  0.75824	Time elapsed: 26.402s
Epoch 5268/10000000	Loss:  0.74853	Time elapsed: 26.700s
Epoch 5269/10000000	Loss:  0.73935	Time elapsed: 26.103s
Epoch 5270/10000000	Loss:  0.79264	Time elapsed: 26.485s
Epoch 5271/10000000	Loss:  0.73005	Time elapsed: 25.707s
Epoch 5272/10000000	Loss:  0.80522	Time elapsed: 26.125s
Epoch 5273/10000000	Loss:  0.76595	Time elapsed: 25.978s
Epoch 5274/10000000	Loss:  0.76734	Time elapsed: 26.402s
Epoch 5275/10000000	Loss:  0.74228	Time elapsed: 26.401s
Epoch 5276/10000000	Loss:  0.76778	Time elapsed: 26.492s
Epoch 5277/10000000	Loss:  0.74119	Time elapsed: 26.206s
Epoch 5278/10000000	Loss:  0.77323	Time elapsed: 26.950s
Epoch 5279/10000000	Loss:  0.74609	Time elapsed: 25.982s
Epoch 5280/10000000	Loss:  0.75012	Time elapsed: 25.596s
Epoch 5281/10000000	Loss:  0.72847	Time elapsed: 25.769s
Epoch 5282/10000000	Loss:  0.80701	Time elapsed: 25.712s
Epoch 5283/10000000	Loss:  0.78203	Time elapsed: 25.792s
Epoch 5284/10000000	Loss:  0.76188	Time elapsed: 25.898s
Epoch 5285/10000000	Loss:  0.78419	Time elapsed: 26.391s
Epoch 5286/10000000	Loss:  0.77141	Time elapsed: 26.203s
Epoch 5287/10000000	Loss:  0.75770	Time elapsed: 25.901s
Epoch 5288/10000000	Loss:  0.76509	Time elapsed: 26.603s
Epoch 5289/10000000	Loss:  0.75414	Time elapsed: 26.184s
Epoch 5290/10000000	Loss:  0.76433	Time elapsed: 26.257s
Epoch 5291/10000000	Loss:  0.72896	Time elapsed: 25.756s
Epoch 5292/10000000	Loss:  0.74119	Time elapsed: 25.903s
Epoch 5293/10000000	Loss:  0.74179	Time elapsed: 25.991s
Epoch 5294/10000000	Loss:  0.75085	Time elapsed: 26.211s
Epoch 5295/10000000	Loss:  0.77092	Time elapsed: 25.878s
Epoch 5296/10000000	Loss:  0.76948	Time elapsed: 26.110s
Epoch 5297/10000000	Loss:  0.75144	Time elapsed: 25.903s
Epoch 5298/10000000	Loss:  0.71225	Time elapsed: 25.991s
Epoch 5299/10000000	Loss:  0.74725	Time elapsed: 25.708s
Epoch 5300/10000000	Loss:  0.71366	Time elapsed: 25.692s
Removed shared tensor {'blocks.4.attn2.rotary_embed.freqs', 'blocks.0.attn2.rotary_embed.freqs', 'blocks.1.attn2.rotary_embed.freqs', 'blocks.11.attn1.rotary_embed.freqs', 'blocks.16.attn2.rotary_embed.freqs', 'blocks.21.attn1.rotary_embed.freqs', 'blocks.12.attn1.rotary_embed.freqs', 'blocks.16.attn1.rotary_embed.freqs', 'blocks.22.attn1.rotary_embed.freqs', 'blocks.9.attn1.rotary_embed.freqs', 'blocks.4.attn1.rotary_embed.freqs', 'blocks.17.attn2.rotary_embed.freqs', 'blocks.18.attn1.rotary_embed.freqs', 'blocks.1.attn1.rotary_embed.freqs', 'blocks.6.attn2.rotary_embed.freqs', 'blocks.21.attn2.rotary_embed.freqs', 'blocks.7.attn1.rotary_embed.freqs', 'blocks.17.attn1.rotary_embed.freqs', 'blocks.10.attn2.rotary_embed.freqs', 'blocks.15.attn1.rotary_embed.freqs', 'blocks.20.attn1.rotary_embed.freqs', 'blocks.9.attn2.rotary_embed.freqs', 'blocks.20.attn2.rotary_embed.freqs', 'blocks.11.attn2.rotary_embed.freqs', 'blocks.10.attn1.rotary_embed.freqs', 'blocks.15.attn2.rotary_embed.freqs', 'blocks.3.attn1.rotary_embed.freqs', 'blocks.13.attn2.rotary_embed.freqs', 'blocks.7.attn2.rotary_embed.freqs', 'blocks.14.attn1.rotary_embed.freqs', 'blocks.19.attn2.rotary_embed.freqs', 'blocks.13.attn1.rotary_embed.freqs', 'blocks.14.attn2.rotary_embed.freqs', 'blocks.19.attn1.rotary_embed.freqs', 'blocks.23.attn2.rotary_embed.freqs', 'blocks.0.attn1.rotary_embed.freqs', 'blocks.23.attn1.rotary_embed.freqs', 'blocks.22.attn2.rotary_embed.freqs', 'blocks.8.attn2.rotary_embed.freqs', 'blocks.3.attn2.rotary_embed.freqs', 'blocks.6.attn1.rotary_embed.freqs', 'blocks.2.attn1.rotary_embed.freqs', 'blocks.18.attn2.rotary_embed.freqs', 'blocks.8.attn1.rotary_embed.freqs', 'blocks.2.attn2.rotary_embed.freqs', 'blocks.5.attn1.rotary_embed.freqs', 'blocks.12.attn2.rotary_embed.freqs', 'blocks.5.attn2.rotary_embed.freqs'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
Epoch 5301/10000000	Loss:  0.73206	Time elapsed: 25.785s
Epoch 5302/10000000	Loss:  0.71835	Time elapsed: 26.001s
Epoch 5303/10000000	Loss:  0.73166	Time elapsed: 26.007s
Epoch 5304/10000000	Loss:  0.73317	Time elapsed: 26.398s
Epoch 5305/10000000	Loss:  0.73751	Time elapsed: 25.785s
Epoch 5306/10000000	Loss:  0.71128	Time elapsed: 26.223s
Epoch 5307/10000000	Loss:  0.76532	Time elapsed: 25.792s
Epoch 5308/10000000	Loss:  0.69972	Time elapsed: 25.771s
Epoch 5309/10000000	Loss:  0.75684	Time elapsed: 25.711s
Epoch 5310/10000000	Loss:  0.72993	Time elapsed: 25.914s
Epoch 5311/10000000	Loss:  0.74175	Time elapsed: 25.790s
Epoch 5312/10000000	Loss:  0.77164	Time elapsed: 25.899s
Epoch 5313/10000000	Loss:  0.72053	Time elapsed: 25.800s
Epoch 5314/10000000	Loss:  0.74579	Time elapsed: 25.701s
Epoch 5315/10000000	Loss:  0.75073	Time elapsed: 25.905s
Epoch 5316/10000000	Loss:  0.76819	Time elapsed: 26.290s
Epoch 5317/10000000	Loss:  0.72900	Time elapsed: 26.213s
Epoch 5318/10000000	Loss:  0.73659	Time elapsed: 25.991s
Epoch 5319/10000000	Loss:  0.75757	Time elapsed: 26.399s
Epoch 5320/10000000	Loss:  0.71754	Time elapsed: 25.904s
Epoch 5321/10000000	Loss:  0.74947	Time elapsed: 26.000s
Epoch 5322/10000000	Loss:  0.74357	Time elapsed: 25.893s
Epoch 5323/10000000	Loss:  0.76015	Time elapsed: 26.209s
Epoch 5324/10000000	Loss:  0.76066	Time elapsed: 25.804s
Epoch 5325/10000000	Loss:  0.75496	Time elapsed: 26.293s
Epoch 5326/10000000	Loss:  0.69195	Time elapsed: 26.002s
Epoch 5327/10000000	Loss:  0.72020	Time elapsed: 25.995s
Epoch 5328/10000000	Loss:  0.72530	Time elapsed: 25.991s
Epoch 5329/10000000	Loss:  0.77464	Time elapsed: 25.705s
Epoch 5330/10000000	Loss:  0.72391	Time elapsed: 25.880s
Epoch 5331/10000000	Loss:  0.75479	Time elapsed: 25.915s
Epoch 5332/10000000	Loss:  0.77544	Time elapsed: 26.220s
Epoch 5333/10000000	Loss:  0.74587	Time elapsed: 25.978s
Epoch 5334/10000000	Loss:  0.77176	Time elapsed: 26.010s
Epoch 5335/10000000	Loss:  0.74196	Time elapsed: 26.080s
Epoch 5336/10000000	Loss:  0.76849	Time elapsed: 25.919s
Epoch 5337/10000000	Loss:  0.77568	Time elapsed: 26.096s
Epoch 5338/10000000	Loss:  0.74241	Time elapsed: 25.907s
Epoch 5339/10000000	Loss:  0.75560	Time elapsed: 25.888s
Epoch 5340/10000000	Loss:  0.75314	Time elapsed: 26.410s
Epoch 5341/10000000	Loss:  0.74486	Time elapsed: 25.592s
Epoch 5342/10000000	Loss:  0.74289	Time elapsed: 26.010s
Epoch 5343/10000000	Loss:  0.77021	Time elapsed: 25.692s
Epoch 5344/10000000	Loss:  0.76053	Time elapsed: 25.707s
Epoch 5345/10000000	Loss:  0.72800	Time elapsed: 25.721s
Epoch 5346/10000000	Loss:  0.73998	Time elapsed: 25.764s
Epoch 5347/10000000	Loss:  0.72893	Time elapsed: 26.090s
Epoch 5348/10000000	Loss:  0.71928	Time elapsed: 25.820s
Epoch 5349/10000000	Loss:  0.73294	Time elapsed: 25.991s
Epoch 5350/10000000	Loss:  0.73984	Time elapsed: 25.919s
Epoch 5351/10000000	Loss:  0.79334	Time elapsed: 25.886s
Epoch 5352/10000000	Loss:  0.75084	Time elapsed: 26.405s
Epoch 5353/10000000	Loss:  0.74863	Time elapsed: 25.699s
Epoch 5354/10000000	Loss:  0.74126	Time elapsed: 26.101s
Epoch 5355/10000000	Loss:  0.76318	Time elapsed: 25.697s
Epoch 5356/10000000	Loss:  0.73845	Time elapsed: 25.700s
Epoch 5357/10000000	Loss:  0.73331	Time elapsed: 26.401s
Epoch 5358/10000000	Loss:  0.74787	Time elapsed: 26.290s
Epoch 5359/10000000	Loss:  0.77607	Time elapsed: 25.793s
Epoch 5360/10000000	Loss:  0.75414	Time elapsed: 25.904s
Epoch 5361/10000000	Loss:  0.76059	Time elapsed: 26.511s
Epoch 5362/10000000	Loss:  0.75186	Time elapsed: 26.703s
Epoch 5363/10000000	Loss:  0.74136	Time elapsed: 25.794s
Epoch 5364/10000000	Loss:  0.75644	Time elapsed: 26.496s
Epoch 5365/10000000	Loss:  0.73664	Time elapsed: 26.318s
Epoch 5366/10000000	Loss:  0.77228	Time elapsed: 25.789s
Epoch 5367/10000000	Loss:  0.75309	Time elapsed: 26.692s
Epoch 5368/10000000	Loss:  0.75110	Time elapsed: 26.602s
Epoch 5369/10000000	Loss:  0.72606	Time elapsed: 25.903s
Epoch 5370/10000000	Loss:  0.71473	Time elapsed: 26.090s
Epoch 5371/10000000	Loss:  0.75648	Time elapsed: 25.800s
Epoch 5372/10000000	Loss:  0.74969	Time elapsed: 25.803s
Epoch 5373/10000000	Loss:  0.70711	Time elapsed: 26.393s
Epoch 5374/10000000	Loss:  0.73359	Time elapsed: 25.899s
Epoch 5375/10000000	Loss:  0.75115	Time elapsed: 26.105s
Epoch 5376/10000000	Loss:  0.69645	Time elapsed: 26.197s
Epoch 5377/10000000	Loss:  0.76228	Time elapsed: 26.901s
Epoch 5378/10000000	Loss:  0.70154	Time elapsed: 26.087s
Epoch 5379/10000000	Loss:  0.75568	Time elapsed: 26.322s
Epoch 5380/10000000	Loss:  0.75108	Time elapsed: 26.202s
Epoch 5381/10000000	Loss:  0.72609	Time elapsed: 26.212s
Epoch 5382/10000000	Loss:  0.76159	Time elapsed: 25.967s
Epoch 5383/10000000	Loss:  0.72518	Time elapsed: 25.726s
Epoch 5384/10000000	Loss:  0.75677	Time elapsed: 26.895s
Epoch 5385/10000000	Loss:  0.75174	Time elapsed: 26.280s
Epoch 5386/10000000	Loss:  0.73201	Time elapsed: 26.499s
Epoch 5387/10000000	Loss:  0.77944	Time elapsed: 26.163s
Epoch 5388/10000000	Loss:  0.74019	Time elapsed: 26.878s
Epoch 5389/10000000	Loss:  0.71583	Time elapsed: 26.310s
Epoch 5390/10000000	Loss:  0.73785	Time elapsed: 26.570s
Epoch 5391/10000000	Loss:  0.75522	Time elapsed: 26.798s
Epoch 5392/10000000	Loss:  0.73400	Time elapsed: 25.991s
Epoch 5393/10000000	Loss:  0.75536	Time elapsed: 26.303s
Epoch 5394/10000000	Loss:  0.75637	Time elapsed: 26.195s
Epoch 5395/10000000	Loss:  0.73197	Time elapsed: 26.404s
Epoch 5396/10000000	Loss:  0.76580	Time elapsed: 27.393s
Epoch 5397/10000000	Loss:  0.74880	Time elapsed: 26.800s
Epoch 5398/10000000	Loss:  0.75666	Time elapsed: 26.296s
Epoch 5399/10000000	Loss:  0.72082	Time elapsed: 26.811s
Epoch 5400/10000000	Loss:  0.75672	Time elapsed: 27.289s
Removed shared tensor {'blocks.4.attn2.rotary_embed.freqs', 'blocks.0.attn2.rotary_embed.freqs', 'blocks.1.attn2.rotary_embed.freqs', 'blocks.11.attn1.rotary_embed.freqs', 'blocks.16.attn2.rotary_embed.freqs', 'blocks.21.attn1.rotary_embed.freqs', 'blocks.12.attn1.rotary_embed.freqs', 'blocks.16.attn1.rotary_embed.freqs', 'blocks.22.attn1.rotary_embed.freqs', 'blocks.9.attn1.rotary_embed.freqs', 'blocks.4.attn1.rotary_embed.freqs', 'blocks.17.attn2.rotary_embed.freqs', 'blocks.18.attn1.rotary_embed.freqs', 'blocks.1.attn1.rotary_embed.freqs', 'blocks.6.attn2.rotary_embed.freqs', 'blocks.21.attn2.rotary_embed.freqs', 'blocks.7.attn1.rotary_embed.freqs', 'blocks.17.attn1.rotary_embed.freqs', 'blocks.10.attn2.rotary_embed.freqs', 'blocks.15.attn1.rotary_embed.freqs', 'blocks.20.attn1.rotary_embed.freqs', 'blocks.9.attn2.rotary_embed.freqs', 'blocks.20.attn2.rotary_embed.freqs', 'blocks.11.attn2.rotary_embed.freqs', 'blocks.10.attn1.rotary_embed.freqs', 'blocks.15.attn2.rotary_embed.freqs', 'blocks.3.attn1.rotary_embed.freqs', 'blocks.13.attn2.rotary_embed.freqs', 'blocks.7.attn2.rotary_embed.freqs', 'blocks.14.attn1.rotary_embed.freqs', 'blocks.19.attn2.rotary_embed.freqs', 'blocks.13.attn1.rotary_embed.freqs', 'blocks.14.attn2.rotary_embed.freqs', 'blocks.19.attn1.rotary_embed.freqs', 'blocks.23.attn2.rotary_embed.freqs', 'blocks.0.attn1.rotary_embed.freqs', 'blocks.23.attn1.rotary_embed.freqs', 'blocks.22.attn2.rotary_embed.freqs', 'blocks.8.attn2.rotary_embed.freqs', 'blocks.3.attn2.rotary_embed.freqs', 'blocks.6.attn1.rotary_embed.freqs', 'blocks.2.attn1.rotary_embed.freqs', 'blocks.18.attn2.rotary_embed.freqs', 'blocks.8.attn1.rotary_embed.freqs', 'blocks.2.attn2.rotary_embed.freqs', 'blocks.5.attn1.rotary_embed.freqs', 'blocks.12.attn2.rotary_embed.freqs', 'blocks.5.attn2.rotary_embed.freqs'} while saving. This should be OK, but check by verifying that you don't receive any warning while reloading
Epoch 5401/10000000	Loss:  0.74976	Time elapsed: 25.827s
Epoch 5402/10000000	Loss:  0.78592	Time elapsed: 26.190s
Epoch 5403/10000000	Loss:  0.75492	Time elapsed: 26.426s
Epoch 5404/10000000	Loss:  0.74906	Time elapsed: 26.267s
Epoch 5405/10000000	Loss:  0.74688	Time elapsed: 26.592s
Epoch 5406/10000000	Loss:  0.74435	Time elapsed: 27.001s
Epoch 5407/10000000	Loss:  0.77388	Time elapsed: 26.407s
Epoch 5408/10000000	Loss:  0.71380	Time elapsed: 26.314s
Epoch 5409/10000000	Loss:  0.75395	Time elapsed: 26.080s
Epoch 5410/10000000	Loss:  0.77249	Time elapsed: 26.113s
Epoch 5411/10000000	Loss:  0.77936	Time elapsed: 25.885s
Epoch 5412/10000000	Loss:  0.74628	Time elapsed: 26.202s
Epoch 5413/10000000	Loss:  0.74305	Time elapsed: 26.323s
Epoch 5414/10000000	Loss:  0.69953	Time elapsed: 26.660s
Epoch 5415/10000000	Loss:  0.73875	Time elapsed: 26.617s
Epoch 5416/10000000	Loss:  0.72130	Time elapsed: 26.797s
Epoch 5417/10000000	Loss:  0.75426	Time elapsed: 25.904s
Epoch 5418/10000000	Loss:  0.72637	Time elapsed: 26.487s
Epoch 5419/10000000	Loss:  0.75117	Time elapsed: 26.311s
Epoch 5420/10000000	Loss:  0.70895	Time elapsed: 26.398s
Epoch 5421/10000000	Loss:  0.74992	Time elapsed: 26.295s
Epoch 5422/10000000	Loss:  0.73744	Time elapsed: 26.112s
Epoch 5423/10000000	Loss:  0.74598	Time elapsed: 27.083s
Epoch 5424/10000000	Loss:  0.76735	Time elapsed: 26.902s
Epoch 5425/10000000	Loss:  0.71689	Time elapsed: 27.115s
Epoch 5426/10000000	Loss:  0.72861	Time elapsed: 26.195s
Epoch 5427/10000000	Loss:  0.74015	Time elapsed: 25.982s
Epoch 5428/10000000	Loss:  0.75480	Time elapsed: 25.812s
Epoch 5429/10000000	Loss:  0.72341	Time elapsed: 25.902s
Epoch 5430/10000000	Loss:  0.73592	Time elapsed: 26.295s
Epoch 5431/10000000	Loss:  0.69673	Time elapsed: 25.804s
Epoch 5432/10000000	Loss:  0.73179	Time elapsed: 25.889s
Epoch 5433/10000000	Loss:  0.77029	Time elapsed: 25.694s
Epoch 5434/10000000	Loss:  0.73532	Time elapsed: 26.109s
Epoch 5435/10000000	Loss:  0.71278	Time elapsed: 25.984s
Epoch 5436/10000000	Loss:  0.72618	Time elapsed: 25.710s
Epoch 5437/10000000	Loss:  0.73321	Time elapsed: 25.898s
Epoch 5438/10000000	Loss:  0.74221	Time elapsed: 25.593s
Epoch 5439/10000000	Loss:  0.74733	Time elapsed: 25.909s
Epoch 5440/10000000	Loss:  0.74129	Time elapsed: 25.906s
Epoch 5441/10000000	Loss:  0.77927	Time elapsed: 26.285s
